t;x;y;z;Flag
1496953040,8308265;0,004255381014708173;0,0581773055773113;0,0;False
1496953060,275568;0,02007368497504148;0,11551573272027164;0,0;False
1496953061,1993442;0,043360766206836744;0,1665223355308072;0,0;False
1496953062,1810036;0,07967077161270919;0,2137964711813994;0,0;False
1496953063,095618;0,12136434473741507;0,25049377107925563;0,0;False
1496953064,0103815;0,16911567338194558;0,27888093549994675;0,0;False
1496953065,0000782;0,22565659048321499;0,2992271943142186;0,0;False
1496953065,919701;0,28087367506116134;0,30757231452693745;0,0;False
1496953066,830323;0,3361386490957876;0,30559530716132;0,0;False
1496953067,7959964;0,3933022822210297;0,2925524958904357;0,0;False
1496953068,73675;0,4455017869681197;0,2693487929937666;0,0;False
1496953069,640344;0,4905991540477045;0,23808171561280336;0,0;False
1496953070,6080248;0,531779283691449;0,19617923070031384;0,0;False
1496953071,532736;0,562725668502714;0,14932076717877243;0,0;False
1496953072,4934719;0,5851018010458215;0,09544165027231907;0,0;False
1496953073,4441733;0,5965439191245016;0,03885856466364953;0,0;False
1496953074,418877;0,5968488607737606;-0,020327587947812014;0,0;False
1496953075,3755612;0,5858188780778003;-0,07736313968908608;0,0;False
1496953076,2911823;0,5650914343125756;-0,12895827779408264;0,0;False
1496953077,225897;0,5345078213235556;-0,17677665042900637;0,0;False
1496953078,1795423;0,49462656037805314;-0,21875729993619664;0,0;False
1496953079,1001842;0,44912859897426316;-0,2512448492952922;0,0;False
1496953080,0640194;0,3959414657763902;-0,27565227389197133;0,0;False
1496953081,0927436;0,3351451991109647;-0,2898949813493038;0,0;False
1496953082,0194278;0,2788947270903917;-0,29153239431395145;0,0;False
1496953083,0362144;0,2179899020082736;-0,28139960529891944;0,0;False
1496953083,9918764;0,16382468379929022;-0,2605759333998924;0,0;False
1496953084,9195695;0,11605154727781038;-0,2307173609095795;0,0;False
1496953085,9013522;0,07245454268815679;-0,1900614833503809;0,0;False
1496953086,968068;0,03509832285970979;-0,13716358128109965;0,0;False
1496953087,9266982;0,012078438078184168;-0,08370064013980884;0,0;False
1496953088,9354644;-0,0006093750024483025;-0,02379086361824336;0,0;False
1496953089,891224;-0,001075615861844373;0,03424179107250235;0,0;False
1496953090,8659139;0,009923967620006854;0,09238474365916988;0,0;False
1496953091,84458;0,03223114656437785;0,14745359236194056;0,0;False
1496953092,770265;0,06300798698939072;0,19449299564015962;0,0;False
1496953093,7689412;0,10531917574259728;0,23792612197105178;0,0;False
1496953094,6956463;0,1517237977610445;0,2697607706656121;0,0;False
1496953095,6133976;0,20268825207645136;0,2921664963324086;0,0;False
